Id,Active_cust,estimated_income,months_on_network,complaints_count,plan_changes_count,relocated_new_place,monthly_bill_avg,CSAT_Survay_Score,high_talktime_flag,internet_time
45302,Yes,72130,100,0,1,No,75.14,2,Yes,71
45303,No,66714,86,0,4,No,81.86,2,No,145
45304,Yes,37103,27,0,3,No,127.01,2,No,151
45305,Yes,59894,43,2,2,No,141.98,2,No,94
45306,Yes,82113,72,0,2,No,104.32,3,Yes,188
45307,Yes,20000,67,1,1,No,68.0,4,Yes,18
45308,No,61003,49,0,4,No,39.19,5,Yes,62
45309,Yes,55941,18,1,3,No,116.24,4,Yes,41
45310,Yes,70383,56,0,0,No,186.38,1,Yes,78
45311,Yes,83123,69,2,3,No,159.44,2,No,219
45312,Yes,78979,23,2,3,No,139.44,2,No,63
45313,Yes,84434,24,0,0,No,54.02,2,No,209
45314,Yes,88617,5,0,1,No,161.68,5,No,93
45315,No,57732,76,1,3,No,52.7,5,Yes,100
45316,No,20000,43,2,3,No,103.48,4,No,162
45317,No,78448,59,0,2,No,158.1,4,No,57
45318,No,44839,115,0,3,No,177.87,1,Yes,4
45319,No,70646,37,0,4,No,146.32,1,Yes,89
45320,No,36657,36,0,2,No,69.94,2,No,122
45321,Yes,50177,87,2,0,No,43.11,5,No,23
45322,Yes,76600,86,0,3,No,190.35,3,Yes,38
45323,Yes,56119,59,0,1,No,135.29,4,No,87
45324,Yes,31609,115,3,2,No,105.11,5,Yes,197
45325,No,37909,42,0,2,No,69.15,5,No,27
45326,Yes,87551,32,0,2,No,51.43,4,Yes,78
45327,Yes,57937,35,0,1,No,71.54,1,Yes,53
45328,Yes,58393,89,1,0,No,159.33,5,Yes,220
45329,Yes,52781,57,0,0,No,34.66,3,Yes,165
45330,No,34609,26,0,0,No,171.26,3,No,166
45331,Yes,59645,97,1,2,No,59.32,4,No,35
45332,No,89739,57,0,4,No,176.78,1,No,170
45333,Yes,49437,100,0,2,No,58.24,4,No,146
45334,No,27233,23,0,0,No,88.7,5,Yes,208
45335,Yes,80486,25,2,0,No,55.94,2,Yes,153
45336,No,66683,5,0,2,No,106.73,4,Yes,75
45337,Yes,68798,91,0,3,No,77.54,5,Yes,55
45338,Yes,72570,54,0,2,Yes,182.92,3,Yes,174
45339,Yes,30108,5,0,2,No,153.8,5,No,25
45340,Yes,62732,119,1,4,No,104.25,5,No,90
45341,Yes,69846,39,0,0,No,101.71,2,No,29
45342,Yes,64140,0,0,0,No,35.17,4,Yes,235
45343,Yes,63996,62,0,3,No,42.86,5,No,211
45344,Yes,88141,40,0,3,No,143.28,5,No,236
45345,Yes,73798,89,0,4,No,186.08,2,Yes,104
45346,Yes,77568,51,0,2,Yes,187.78,4,Yes,73
45347,No,61861,109,0,0,No,81.21,4,Yes,127
45348,Yes,20000,54,0,3,Yes,192.89,5,No,3
45349,Yes,58489,97,0,1,No,110.41,3,Yes,234
45350,Yes,64510,88,1,0,No,168.43,1,No,193
45351,Yes,61122,105,0,1,Yes,129.23,1,No,79
45352,Yes,63498,96,1,3,No,149.57,2,No,68
45353,Yes,69270,33,0,4,No,106.69,2,No,154
45354,No,83995,28,0,2,No,145.84,4,No,142
45355,No,47851,116,1,3,No,49.18,5,Yes,148
45356,Yes,60891,115,0,1,No,31.07,3,Yes,73
45357,Yes,95741,120,2,3,No,108.08,4,No,191
45358,Yes,32576,20,0,1,No,196.03,5,No,140
45359,Yes,59456,7,2,4,No,119.55,5,No,148
45360,Yes,21356,113,0,2,No,33.66,2,No,0
45361,No,59837,12,0,4,No,75.78,3,No,93
45362,Yes,67035,104,0,4,No,52.67,2,Yes,64
45363,Yes,28660,110,0,4,No,69.6,2,Yes,134
45364,Yes,69195,38,2,0,No,112.23,5,Yes,114
45365,No,51440,60,1,4,Yes,101.4,4,No,109
45366,Yes,86596,30,0,1,No,42.94,4,Yes,200
45367,No,74503,60,0,1,No,88.63,1,No,150
45368,Yes,54157,65,0,4,Yes,136.36,4,Yes,68
45369,Yes,60838,116,0,1,No,109.89,4,No,202
45370,Yes,96008,15,0,0,No,106.6,5,No,226
45371,Yes,62695,26,2,1,No,58.73,4,No,142
45372,Yes,38086,51,0,0,No,171.17,3,No,2
45373,No,42155,16,4,1,No,138.68,5,No,134
45374,Yes,61236,60,2,0,No,107.81,2,No,54
45375,Yes,87498,43,2,2,No,181.01,2,No,110
45376,Yes,55197,57,0,2,No,69.93,1,No,24
45377,Yes,43110,11,1,1,No,72.39,1,No,232
45378,No,65178,118,2,2,Yes,45.2,4,Yes,109
45379,Yes,71549,23,0,1,No,177.98,4,No,95
45380,Yes,75320,31,0,3,No,66.57,1,No,97
45381,Yes,30978,21,0,0,No,112.57,1,No,14
45382,No,71317,72,0,2,No,162.47,2,Yes,129
45383,Yes,70203,31,0,1,No,126.05,5,No,199
45384,Yes,56190,81,0,3,No,94.87,1,No,153
45385,Yes,87720,22,0,0,No,176.87,5,Yes,133
45386,Yes,74047,101,0,4,No,46.28,2,No,138
45387,No,47858,120,1,0,No,115.92,1,No,123
45388,Yes,74383,15,1,4,No,195.53,2,No,240
45389,Yes,27251,27,1,2,No,193.9,4,No,18
45390,Yes,55449,15,0,1,Yes,145.85,3,Yes,164
45391,Yes,56812,50,1,1,Yes,154.76,3,No,38
45392,Yes,78221,66,3,4,No,158.83,5,Yes,130
45393,No,125794,119,0,4,No,150.19,3,No,183
45394,Yes,59133,1,0,3,No,102.41,2,Yes,181
45395,Yes,94298,101,0,4,No,39.32,1,No,214
45396,Yes,92156,27,0,3,No,71.19,1,No,147
45397,No,38404,45,0,0,No,78.21,5,No,64
45398,Yes,91782,101,0,4,No,134.41,2,No,148
45399,Yes,50904,69,0,1,No,78.36,5,No,102
45400,No,65183,55,2,4,No,170.08,1,Yes,203
45401,Yes,110931,47,0,3,No,186.39,1,No,69
45402,Yes,75334,61,0,0,No,182.35,4,No,86
45403,Yes,52141,83,1,3,No,169.26,2,Yes,124
45404,Yes,73909,61,0,2,No,145.73,5,Yes,214
45405,Yes,34414,93,0,2,No,187.45,5,No,215
45406,No,86241,95,0,4,No,111.89,1,No,123
45407,Yes,52127,69,0,3,No,152.07,5,No,232
45408,Yes,20000,62,0,4,No,198.33,2,No,141
45409,Yes,57795,47,2,1,No,61.17,3,No,153
45410,Yes,54717,61,2,2,No,160.7,2,Yes,53
45411,No,74976,52,2,2,No,100.25,5,No,21
45412,Yes,41932,36,0,3,No,141.34,3,Yes,165
45413,No,71972,24,2,4,No,100.81,2,Yes,231
45414,No,51387,8,0,2,No,134.11,2,No,29
45415,No,63593,107,1,4,No,75.74,2,Yes,128
45416,Yes,86327,74,0,0,No,112.31,1,No,11
45417,Yes,86979,101,0,4,No,73.28,1,Yes,149
45418,Yes,90511,21,0,2,No,104.7,4,No,39
45419,Yes,49766,111,0,0,No,121.64,4,Yes,192
45420,Yes,70943,96,0,1,No,68.22,4,Yes,162
45421,Yes,71804,119,1,0,No,113.15,1,No,32
45422,No,90046,46,1,4,No,197.16,3,Yes,51
45423,Yes,58442,93,0,3,No,71.27,5,No,160
45424,Yes,35220,87,1,0,No,161.83,4,Yes,129
45425,Yes,81978,79,1,4,No,194.75,1,Yes,29
45426,Yes,91819,74,1,0,No,64.17,3,No,11
45427,Yes,71344,120,0,1,No,153.77,3,No,203
45428,Yes,43142,70,0,4,No,186.63,1,No,167
45429,Yes,108310,111,0,3,No,62.98,5,No,228
45430,Yes,67405,8,0,3,Yes,54.88,4,No,35
45431,Yes,51805,16,2,3,Yes,93.52,5,Yes,145
45432,Yes,86948,48,0,0,No,169.27,4,Yes,141
45433,Yes,98296,75,1,2,No,197.16,1,No,67
45434,Yes,32866,89,1,1,No,132.03,3,Yes,205
45435,Yes,75751,72,0,0,No,51.02,2,No,233
45436,Yes,90946,3,0,4,Yes,65.13,5,No,75
45437,Yes,62919,40,1,4,No,107.39,1,No,194
45438,No,67958,62,1,4,No,93.94,1,No,232
45439,Yes,62408,14,1,3,No,147.74,5,No,184
45440,Yes,95703,23,2,1,No,51.46,5,No,53
45441,No,42927,111,0,0,No,192.08,3,Yes,24
45442,Yes,59846,68,0,1,No,67.14,2,No,52
45443,Yes,107977,26,2,4,No,115.38,4,Yes,136
45444,No,52588,77,0,3,No,110.88,5,Yes,118
45445,Yes,34173,28,1,0,No,84.05,1,No,128
45446,No,64788,10,0,1,No,176.69,2,Yes,45
45447,Yes,86601,36,0,1,No,127.53,1,Yes,186
45448,Yes,64246,93,0,4,Yes,81.84,1,Yes,11
45449,Yes,55285,80,0,1,No,96.16,1,No,16
45450,Yes,75016,113,0,0,No,176.01,1,Yes,38
45451,Yes,114803,106,0,1,No,35.98,5,No,41
45452,No,59874,81,0,0,No,54.77,5,Yes,233
45453,Yes,106442,32,0,1,No,88.38,3,No,160
45454,No,73265,97,0,4,No,95.54,4,Yes,20
45455,Yes,47705,24,3,0,No,111.61,1,Yes,192
45456,No,98258,42,1,0,No,100.26,2,Yes,174
45457,Yes,58026,1,1,0,No,123.54,4,No,87
45458,Yes,33848,87,1,4,No,46.02,3,No,172
45459,Yes,70877,44,0,2,No,109.32,1,Yes,62
45460,Yes,55686,5,0,4,No,172.89,4,No,228
45461,Yes,101299,38,0,1,Yes,51.19,1,No,137
45462,Yes,73110,99,1,3,No,165.44,4,Yes,186
45463,Yes,54308,66,0,0,No,54.67,3,No,7
45464,Yes,82382,70,0,3,No,49.72,5,No,239
45465,Yes,65057,119,2,0,No,121.12,2,Yes,37
45466,No,71505,85,0,3,No,66.68,5,Yes,127
45467,Yes,20000,93,1,1,No,116.34,5,No,215
45468,Yes,41964,75,0,4,No,154.44,5,No,184
45469,No,69624,44,0,1,No,95.78,4,No,235
45470,Yes,39366,32,1,2,No,193.46,3,No,118
45471,No,53112,72,0,3,Yes,143.18,2,No,119
45472,No,83540,26,1,4,No,107.92,1,Yes,31
45473,Yes,75328,69,2,2,No,96.21,5,Yes,101
45474,No,88337,20,1,0,No,59.42,4,Yes,3
45475,Yes,65267,106,1,1,No,124.29,3,Yes,230
45476,No,51354,119,0,1,No,183.04,5,Yes,24
45477,Yes,93238,61,0,3,No,187.39,5,No,112
45478,Yes,65927,40,0,2,No,123.65,2,No,60
45479,No,43600,15,1,4,No,39.82,2,No,22
45480,No,97680,109,1,1,No,130.51,2,No,158
45481,Yes,66353,108,3,0,No,35.96,5,No,123
45482,Yes,84588,105,2,1,No,56.89,5,Yes,194
45483,Yes,70911,19,0,2,No,194.74,2,Yes,164
45484,No,84534,2,0,0,No,134.52,4,No,102
45485,Yes,77898,15,1,1,No,144.46,3,No,63
45486,No,58947,103,0,1,No,107.87,1,No,26
45487,Yes,57738,75,0,3,No,198.61,5,No,0
45488,Yes,79262,81,0,3,No,138.7,4,No,39
45489,Yes,67309,88,2,2,Yes,176.22,2,No,102
45490,No,64877,100,0,3,No,184.38,5,No,116
45491,No,56332,17,0,4,No,45.99,3,Yes,222
45492,Yes,59645,87,4,3,No,53.85,4,No,233
45493,No,34817,19,0,3,No,199.71,3,Yes,24
45494,No,75190,29,0,3,Yes,127.68,1,No,123
45495,No,52210,89,2,2,No,183.35,5,No,90
45496,No,67184,15,0,3,No,153.27,4,Yes,153
45497,Yes,63717,23,0,3,No,111.17,1,No,203
45498,Yes,68952,0,0,1,No,163.18,3,No,18
45499,Yes,65666,38,2,1,No,91.76,4,No,127
45500,No,74113,39,0,1,No,124.2,2,No,24
45501,No,47435,73,1,4,No,36.09,4,No,194
45502,Yes,63556,113,1,4,No,166.73,1,Yes,88
45503,No,65567,34,2,0,No,45.32,2,Yes,37
45504,No,47793,62,0,2,No,53.72,5,Yes,220
45505,Yes,45371,36,0,4,No,58.68,3,Yes,83
45506,Yes,53638,118,1,2,No,152.22,3,No,147
45507,No,68496,12,0,3,No,52.92,2,No,234
45508,Yes,43264,106,0,4,No,44.16,4,No,41
45509,Yes,83833,68,0,2,No,83.73,2,Yes,111
45510,Yes,52762,47,0,4,No,112.47,4,Yes,210
45511,No,64843,88,2,3,No,94.53,4,No,140
45512,Yes,78407,51,2,2,No,191.31,1,No,8
45513,No,35504,99,2,4,No,114.15,2,No,134
45514,Yes,92297,63,1,2,No,173.67,5,No,200
45515,Yes,47353,7,0,0,No,187.85,2,No,133
45516,Yes,91557,102,1,3,No,78.73,4,No,235
45517,No,75415,13,1,0,No,111.17,1,No,128
45518,Yes,28903,108,2,3,No,183.04,5,Yes,15
45519,Yes,61967,58,1,2,No,40.47,4,No,25
45520,Yes,49337,3,2,1,No,73.52,1,Yes,226
45521,No,97820,107,2,2,Yes,163.55,3,No,70
45522,Yes,69196,102,2,4,No,183.7,1,No,152
45523,Yes,26241,12,0,0,No,159.82,2,No,1
45524,Yes,90249,119,1,4,No,86.84,3,No,143
45525,Yes,75988,1,0,1,No,40.73,2,No,48
45526,Yes,73308,78,0,1,No,192.49,1,No,161
45527,Yes,65456,80,2,4,No,127.9,2,No,208
45528,Yes,36592,26,0,4,No,137.4,5,No,81
45529,Yes,96623,38,0,3,No,69.24,1,No,97
45530,Yes,60198,16,1,3,No,158.87,1,No,7
45531,Yes,93787,64,0,0,No,98.46,4,Yes,36
45532,No,65288,120,3,2,No,33.92,1,Yes,100
45533,Yes,61192,69,1,1,No,163.98,5,No,116
45534,Yes,30424,21,0,3,No,70.81,1,No,211
45535,No,50845,2,2,2,No,147.49,5,Yes,147
45536,Yes,91442,19,0,0,No,122.41,4,No,33
45537,Yes,79423,18,0,1,No,55.49,3,No,183
45538,Yes,75494,105,0,0,No,116.34,2,No,0
45539,Yes,76834,16,0,2,No,197.76,4,Yes,86
45540,Yes,65066,118,3,2,No,37.53,2,No,71
45541,No,55608,3,1,3,No,115.56,5,Yes,67
45542,Yes,49017,35,1,1,No,154.82,4,No,189
45543,Yes,55840,7,2,0,No,172.58,4,Yes,211
45544,No,67831,109,0,0,No,165.18,5,No,53
45545,Yes,49575,111,0,3,No,180.54,3,No,14
45546,Yes,65335,66,3,4,No,145.21,3,No,117
45547,Yes,66579,83,1,0,No,49.41,4,No,120
45548,No,61362,28,0,3,No,115.29,5,Yes,28
45549,Yes,32122,119,1,2,No,165.71,3,Yes,69
45550,Yes,43979,6,0,2,No,47.13,5,Yes,223
45551,Yes,61762,79,0,4,No,81.35,1,Yes,182
45552,Yes,22281,114,0,4,No,52.23,1,No,187
45553,Yes,85507,74,0,1,No,140.91,4,Yes,228
45554,Yes,90996,41,0,1,No,40.77,4,No,201
45555,Yes,82034,6,0,4,No,42.55,1,Yes,135
45556,No,70642,116,0,2,No,181.4,5,Yes,127
45557,No,40340,8,3,1,No,92.93,5,Yes,201
45558,No,71134,25,1,0,No,185.07,5,Yes,33
45559,Yes,93097,96,2,4,No,125.15,4,Yes,229
45560,Yes,42339,111,1,0,Yes,31.74,4,Yes,65
45561,Yes,116085,17,1,4,No,154.8,3,Yes,101
45562,Yes,81354,7,0,4,No,137.76,5,Yes,223
45563,Yes,43788,88,0,4,No,36.32,3,No,10
45564,Yes,44800,28,0,1,No,196.35,4,No,230
45565,Yes,54894,37,0,0,No,128.74,4,Yes,44
45566,Yes,63923,99,0,2,Yes,152.16,2,Yes,71
45567,Yes,57469,24,1,2,No,105.91,4,Yes,34
45568,Yes,20000,70,0,0,No,128.28,3,No,92
45569,No,38954,50,1,3,No,116.22,2,No,134
45570,Yes,64862,18,0,4,No,109.54,1,No,208
45571,No,68798,8,1,2,No,59.17,4,No,79
45572,No,83043,14,1,4,No,73.14,5,No,46
45573,No,51683,120,1,1,No,165.83,3,No,6
45574,No,67991,70,0,1,No,126.64,3,Yes,168
45575,Yes,65187,11,0,3,No,187.07,1,Yes,58
45576,Yes,48263,76,1,2,No,43.11,5,No,161
45577,No,77418,18,2,3,Yes,188.49,1,Yes,87
45578,Yes,74626,37,0,2,No,135.46,4,No,121
45579,Yes,111352,44,1,1,No,140.09,1,No,149
45580,Yes,86349,42,0,4,No,140.25,3,Yes,36
45581,Yes,34093,54,0,1,No,77.35,1,No,11
45582,No,83652,96,1,3,No,157.78,1,Yes,15
45583,Yes,36368,61,1,1,No,96.86,4,No,234
45584,Yes,94485,102,1,4,No,135.62,4,Yes,109
45585,No,59105,59,2,3,No,76.07,2,No,90
45586,Yes,71347,83,0,4,No,68.43,1,Yes,27
45587,No,91286,103,0,4,No,92.07,5,Yes,2
45588,No,74414,1,0,4,No,182.0,5,Yes,169
45589,No,81250,39,0,4,No,74.67,3,No,205
45590,Yes,52030,109,2,1,No,40.98,2,Yes,168
45591,No,46364,76,0,1,No,85.15,1,Yes,157
45592,Yes,65554,102,0,0,No,51.04,3,No,89
45593,Yes,78186,96,0,2,No,58.06,3,No,116
45594,Yes,62971,36,2,4,No,197.79,4,Yes,126
45595,Yes,97836,73,0,2,No,54.09,2,Yes,13
45596,No,76361,87,2,2,Yes,148.19,5,No,194
45597,Yes,58922,48,0,0,No,70.69,1,Yes,84
45598,Yes,61894,117,1,3,No,135.29,1,No,38
45599,Yes,53989,41,1,1,No,84.35,5,Yes,116
45600,No,74497,42,1,2,No,123.01,3,No,160
45601,No,57164,116,0,0,No,62.97,3,Yes,164
45602,Yes,68993,89,0,4,No,132.73,3,No,26
45603,Yes,95627,94,0,4,No,90.22,2,Yes,42
45604,Yes,74112,61,1,1,No,32.93,1,No,9
45605,Yes,63975,74,1,3,No,100.07,2,No,177
45606,Yes,60586,57,0,4,No,139.35,5,No,30
45607,No,91416,76,0,2,No,113.95,1,No,12
45608,Yes,72827,100,0,1,No,148.13,3,No,108
45609,Yes,80158,41,2,2,No,164.88,1,No,202
45610,No,53401,77,1,2,Yes,38.44,3,No,219
45611,Yes,38412,21,1,0,Yes,32.98,4,Yes,205
45612,Yes,90662,4,1,1,No,150.08,4,No,174
45613,No,86316,34,1,0,No,71.47,4,No,146
45614,Yes,43849,113,0,0,No,169.13,4,Yes,200
45615,No,81745,58,1,4,No,53.64,1,No,114
45616,No,92377,42,0,2,No,159.31,2,No,235
45617,Yes,57224,58,1,1,No,83.71,2,No,119
45618,Yes,64090,100,0,1,No,78.8,4,Yes,200
45619,Yes,103271,41,0,2,Yes,174.84,2,No,150
45620,Yes,90246,73,1,2,No,58.33,3,No,204
45621,Yes,50340,105,2,4,No,183.77,2,No,78
45622,Yes,52169,42,1,2,No,146.9,2,No,65
45623,No,60387,91,1,0,No,177.18,3,No,25
45624,No,70248,104,0,4,No,74.88,4,No,4
45625,Yes,75593,88,0,1,No,183.34,4,No,143
45626,Yes,39973,76,1,2,Yes,108.87,3,No,159
45627,Yes,52832,51,1,1,No,98.49,4,No,61
45628,No,27606,26,0,0,No,138.01,3,No,223
45629,Yes,80248,40,0,0,No,174.35,5,No,151
45630,Yes,66064,12,0,0,No,125.16,5,Yes,116
45631,Yes,60603,95,3,4,No,156.63,3,No,121
45632,Yes,56433,91,0,1,Yes,119.36,3,Yes,89
45633,No,61815,58,0,3,No,129.2,2,No,8
45634,Yes,73162,26,1,3,No,177.94,2,No,92
45635,Yes,41193,77,0,4,No,124.96,1,No,173
45636,Yes,50287,106,0,3,Yes,121.64,3,No,117
45637,No,44645,91,1,2,No,38.43,3,No,217
45638,Yes,20000,72,0,3,No,96.09,3,Yes,207
45639,Yes,100613,67,1,1,No,47.89,5,Yes,237
45640,No,78583,0,0,3,No,59.94,5,Yes,148
45641,Yes,48758,32,2,1,No,129.18,1,No,21
45642,Yes,69770,43,0,0,No,83.63,1,Yes,79
45643,Yes,41702,25,0,0,No,31.58,1,No,69
45644,No,75018,118,0,3,Yes,112.19,3,Yes,60
45645,Yes,113035,119,1,0,No,131.32,1,No,102
45646,Yes,84064,115,1,3,No,134.03,5,No,145
45647,Yes,25384,64,2,1,No,38.83,4,No,178
45648,Yes,34307,4,2,4,No,78.84,3,Yes,5
45649,Yes,35267,53,0,1,No,49.44,4,Yes,14
45650,No,56621,108,1,4,Yes,118.59,5,Yes,240
45651,Yes,63670,108,1,4,No,145.22,1,Yes,199
45652,No,93229,93,0,2,No,92.87,1,No,70
45653,Yes,37853,99,0,3,No,93.81,1,Yes,54
45654,No,65444,45,1,2,No,140.41,3,Yes,41
45655,No,20000,24,1,2,No,102.03,3,No,23
45656,Yes,44416,57,0,4,No,35.18,2,Yes,127
45657,No,38179,112,1,0,No,93.85,3,Yes,5
45658,Yes,22190,99,1,1,No,168.66,3,No,137
45659,Yes,80173,29,6,1,No,82.64,2,Yes,80
45660,Yes,51934,29,1,1,No,31.91,5,Yes,215
45661,Yes,68569,41,1,3,No,106.69,2,Yes,39
45662,No,37319,107,0,3,No,130.61,3,No,52
45663,Yes,88518,60,1,3,No,70.96,1,No,118
45664,Yes,45931,94,1,1,Yes,138.98,2,No,182
45665,Yes,87233,102,1,1,No,99.61,2,No,164
45666,Yes,86435,65,1,4,No,89.51,1,No,57
45667,No,70137,31,0,0,No,106.69,5,Yes,115
45668,No,72050,9,2,0,No,49.28,5,Yes,67
45669,Yes,44765,62,1,3,No,172.83,4,No,52
45670,Yes,32599,9,0,2,No,99.65,3,Yes,73
45671,Yes,68821,116,0,0,No,189.23,1,No,240
45672,Yes,69337,17,0,2,No,164.66,5,No,119
45673,Yes,57475,35,3,2,No,96.1,4,No,238
45674,Yes,48569,35,1,3,No,188.4,4,No,164
45675,No,47740,88,0,0,No,79.57,5,Yes,3
45676,Yes,35413,26,0,3,No,54.21,5,Yes,211
45677,Yes,84109,4,0,0,No,124.76,4,No,108
45678,No,51068,89,1,3,No,58.29,5,No,226
45679,Yes,46084,108,1,3,No,49.63,2,Yes,233
45680,Yes,77611,36,2,3,Yes,139.96,4,Yes,231
45681,Yes,54470,49,2,3,No,163.96,4,Yes,4
45682,Yes,53045,66,1,1,No,95.0,5,No,208
45683,No,87625,29,1,0,No,192.35,2,No,235
45684,Yes,41970,118,0,0,Yes,35.27,3,Yes,60
45685,No,43120,107,1,4,No,41.47,4,Yes,198
45686,No,27151,20,1,0,No,103.16,5,Yes,54
45687,Yes,64488,41,1,4,No,49.57,1,No,178
45688,Yes,53218,65,2,1,No,77.36,2,Yes,189
45689,Yes,102223,15,0,2,No,71.53,5,Yes,194
45690,Yes,53157,92,0,4,No,82.14,2,No,75
45691,Yes,77992,5,1,3,No,81.25,1,Yes,108
45692,Yes,47587,27,1,3,No,88.39,1,No,173
45693,Yes,81324,75,0,1,No,68.86,1,Yes,9
45694,No,94045,62,0,1,No,184.06,4,No,29
45695,Yes,54526,93,2,3,No,158.25,5,Yes,6
45696,Yes,61631,37,0,0,No,93.05,4,No,161
45697,No,60688,18,0,0,No,39.4,1,No,91
45698,Yes,70399,68,0,3,No,42.04,1,No,219
45699,Yes,84774,49,2,4,No,35.86,4,No,206
45700,No,52533,91,1,0,No,197.62,5,No,78
45701,Yes,85997,36,0,4,No,45.55,4,No,136
45702,Yes,69051,91,1,3,Yes,85.14,5,No,80
45703,Yes,96538,65,0,3,Yes,40.22,1,Yes,71
45704,Yes,71763,1,2,2,No,87.36,1,Yes,34
45705,Yes,36901,59,1,4,Yes,80.91,4,No,12
45706,Yes,79257,0,0,0,Yes,56.01,2,Yes,34
45707,Yes,65187,35,1,0,No,91.72,1,Yes,111
45708,Yes,59350,103,0,4,No,103.01,2,No,211
45709,No,75392,18,0,3,No,118.12,2,Yes,130
45710,Yes,49439,116,0,0,No,122.46,3,No,147
45711,Yes,61195,108,1,3,No,78.08,2,No,85
45712,No,54614,49,0,2,No,109.31,3,No,76
45713,Yes,78627,102,0,3,No,97.0,4,Yes,50
45714,Yes,58507,45,0,4,No,154.69,2,Yes,97
45715,Yes,67852,51,1,0,No,38.44,1,Yes,86
45716,No,68296,34,0,0,No,55.66,5,No,225
45717,No,74855,107,0,0,No,44.65,5,No,163
45718,No,55487,5,0,4,No,154.15,1,No,65
45719,Yes,89093,27,0,2,No,157.53,1,No,15
45720,Yes,85747,96,0,1,No,188.15,1,No,44
45721,Yes,102562,27,2,3,No,130.43,1,No,47
45722,No,46953,75,1,0,No,148.04,4,No,221
45723,Yes,68651,2,0,2,Yes,55.22,3,No,89
45724,Yes,33273,49,0,1,No,142.57,4,Yes,112
45725,Yes,42536,36,1,2,No,162.4,3,No,176
45726,Yes,79891,12,1,3,No,191.56,4,No,22
45727,Yes,62652,32,0,1,No,181.23,3,Yes,12
45728,Yes,45672,52,1,1,Yes,168.78,3,No,217
45729,Yes,80555,59,1,3,No,60.46,3,No,32
45730,Yes,71726,50,1,4,No,67.21,2,No,95
45731,Yes,20000,117,0,1,No,94.92,4,Yes,213
45732,Yes,87098,115,0,0,No,171.39,3,No,0
45733,Yes,66219,15,0,4,No,148.42,1,No,188
45734,Yes,54072,109,0,0,No,68.78,2,No,69
45735,No,38122,111,0,4,No,98.58,5,No,186
45736,Yes,74238,14,2,0,No,71.12,4,No,36
45737,Yes,55359,102,0,0,Yes,128.33,1,Yes,16
45738,Yes,62034,71,2,1,No,176.93,3,Yes,25
45739,Yes,66079,11,0,0,No,145.91,4,No,154
45740,Yes,75493,19,0,1,No,123.68,3,No,201
45741,No,70737,66,0,2,No,149.55,5,No,107
45742,Yes,95281,72,0,4,No,41.76,4,No,61
45743,No,29468,9,0,3,No,156.39,1,No,153
45744,No,53537,70,1,2,No,172.97,1,No,128
45745,Yes,86638,9,0,2,No,32.2,2,Yes,208
45746,Yes,106225,108,0,3,Yes,186.16,2,No,57
45747,Yes,88315,85,2,0,No,77.26,4,Yes,131
45748,Yes,75120,2,0,4,Yes,158.2,4,Yes,100
45749,No,82540,106,1,4,No,83.6,4,Yes,83
45750,No,81911,18,1,0,No,187.7,4,Yes,18
45751,Yes,53480,61,1,2,No,91.04,2,Yes,220
45752,Yes,77214,87,0,2,No,181.03,5,Yes,8
45753,Yes,45679,22,0,0,No,182.42,1,No,186
45754,Yes,67744,87,1,0,No,176.9,1,No,71
45755,Yes,55274,6,0,1,No,195.35,1,No,160
45756,No,74551,1,0,2,No,162.39,2,No,141
45757,Yes,54435,3,1,1,No,55.39,4,Yes,227
45758,Yes,66502,102,0,0,No,58.84,3,No,103
45759,Yes,44918,70,0,0,No,196.96,2,No,118
45760,No,57644,99,1,4,Yes,121.94,3,No,31
45761,No,88274,54,0,3,No,133.2,1,No,31
45762,No,27868,79,0,1,No,39.74,3,Yes,89
45763,Yes,66223,117,0,4,No,45.95,3,No,202
45764,Yes,93099,103,0,1,No,161.45,3,No,231
45765,Yes,82850,25,1,3,Yes,93.58,5,Yes,164
45766,Yes,66703,54,2,4,No,101.03,3,No,238
45767,No,80003,98,1,1,No,98.16,2,No,199
45768,Yes,50287,65,0,4,No,111.57,1,Yes,131
45769,Yes,79685,23,0,4,No,71.36,1,No,108
45770,No,89615,43,1,2,No,164.18,2,Yes,174
45771,Yes,69719,116,1,3,No,78.15,2,No,149
45772,Yes,85080,43,1,3,No,129.32,3,No,221
45773,Yes,44694,68,0,1,No,168.9,3,Yes,55
45774,Yes,41816,80,1,1,No,126.55,5,Yes,115
45775,No,80629,117,1,1,No,153.83,2,No,134
45776,No,114446,33,1,2,No,183.13,2,No,180
45777,Yes,66819,31,1,2,No,192.41,3,No,229
45778,Yes,82708,85,0,4,No,30.23,3,No,27
45779,Yes,20000,54,1,0,No,104.48,3,No,153
45780,Yes,77237,104,0,2,No,170.83,2,Yes,204
45781,Yes,55173,57,0,0,No,117.94,5,No,51
45782,No,105031,14,0,0,No,113.17,5,Yes,109
45783,Yes,80494,18,0,2,No,66.6,2,Yes,80
45784,Yes,66677,13,1,4,No,168.54,1,No,174
45785,Yes,54077,65,2,0,No,35.68,4,No,109
45786,Yes,90657,44,2,2,No,34.88,5,Yes,188
45787,Yes,91131,80,0,4,No,71.74,1,No,103
45788,Yes,48850,81,1,3,No,172.79,3,Yes,51
45789,Yes,88442,98,0,2,No,49.83,1,Yes,196
45790,Yes,85312,6,2,4,Yes,192.87,5,No,129
